#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-10T05:56:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fd1ae19b206	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/A+A/632/A77&tab:{J/A+A/632/A77/3hsp-v9}&key:source=J/A+A/632/A77/3hsp-v9&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/632/A77/3hsp-v9
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=sflag
#-out=BZCat
#-out=lognu
#-out=lognufnu
#-out=f_lognu
#-out=z
#-out=f_z
#-out=Gamma
#-out=FOM
#-out=WHSP
#

#RESOURCE=yCat_36320077
#Name: J/A+A/632/A77
#Title: 3HSP blazars catalog (Chang+, 2019)
#Table	J_A_A_632_A77_3hsp-v9:
#Name: J/A+A/632/A77/3hsp-v9
#Title: The 3HSP catalog (table 1)
#Column	_RAJ2000	(A13)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A13)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(A20)	Designation (3HSPJHHMMSS.s+DDMMSS)	[ucd=meta.id;phys.atmol.configuration]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	sflag	(I1)	[0/4] Source Flag (1)	[ucd=meta.code]
#Column	BZCat	(A14)	BZCat counterpart (5BZ[BGU]JHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
#Column	lognu	(F4.1)	Log Synchrotron peak frequency	[ucd=em.freq;stat.max]
#Column	lognufnu	(F5.1)	Log Synchrotron peak flux (erg/cm^2^/s)	[ucd=phot.flux.density;em.gamma.hard]
#Column	f_lognu	(I1)	[1/3] Synchrotron peak estimation flag (G1)	[ucd=meta.code]
#Column	z	(F7.4)	? Redshift	[ucd=src.redshift]
#Column	f_z	(I1)	[0/5]? Redshift flag (G1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(A18)	Fermi gamma-ray counterpart	[ucd=meta.id.cross]
#Column	FOM	(F5.2)	Figure of Merit (G2)	[ucd=meta.code.qual]
#Column	WHSP	(A21)	2WHSP counterpart (2WHSPJHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
_RAJ2000|_DEJ2000|Name|RAJ2000|DEJ2000|sflag|BZCat|lognu|lognufnu|f_lognu|z|f_z|Gamma|FOM|WHSP
10 41 44.4696|+59 42 57.312|3HSPJ104144.5+594257|160.43529|+59.71592|0|              |15.9|-12.8|1| 0.4250|1|                  | 0.06|2WHSPJ104144.3+594256
10 41 49.1592|+39 01 19.596|3HSPJ104149.2+390119|160.45483|+39.02211|0|5BZGJ1041+3901|16.5|-12.2|1| 0.2100|1|4FGL J1041.7+3902 | 0.25|2WHSPJ104149.0+390118
10 42 03.0000|-41 29 29.904|3HSPJ104203.0-412929|160.51250|-41.49164|0|              |15.3|-12.1|1| 0.2500|5|4FGL J1042.1-4128 | 0.32|
10 43 03.8496|+00 54 20.484|3HSPJ104303.8+005420|160.76604|+00.90569|0|              |17.1|-11.8|1| 0.4000|4|4FGL J1042.9+0054 | 0.63|2WHSPJ104303.7+005420
10 45 16.2912|+27 51 33.408|3HSPJ104516.3+275133|161.31788|+27.85928|0|              |15.4|-12.3|1| 0.4500|4|                  | 0.20|2WHSPJ104516.2+275133
10 45 49.8000|-41 43 10.308|3HSPJ104549.1-414310|161.45750|-41.71953|0|              |16.4|-12.0|1| 0.2600|4|                  | 0.40|2WHSPJ104549.8-414309
10 45 51.1512|-40 00 41.004|3HSPJ104551.2-400041|161.46313|-40.01139|0|              |16.3|-12.3|1| 0.2430|1|                  | 0.20|2WHSPJ104551.1-400041
10 46 03.0888|+75 40 40.584|3HSPJ104603.1+754040|161.51287|+75.67794|0|              |17.1|-12.4|1| 0.5200|5|                  | 0.16|2WHSPJ104603.0+754040
10 46 51.4800|-25 35 45.708|3HSPJ104651.5-253545|161.71450|-25.59603|0|5BZBJ1046-2535|18.0|-11.2|3| 0.2500|1|4FGL J1046.8-2534 | 2.51|2WHSPJ104651.4-253544
10 46 54.5208|-00 28 35.796|3HSPJ104654.5-002835|161.72717|-00.47661|0|              |15.4|-13.2|1| 0.7400|5|                  | 0.03|2WHSPJ104654.4-002835
10 47 05.8992|+67 37 58.008|3HSPJ104705.9+673758|161.77458|+67.63278|0|              |15.0|-12.8|2| 0.5000|5|4FGL J1047.2+6740 | 0.06|
10 47 45.8112|+54 37 41.304|3HSPJ104745.8+543741|161.94088|+54.62814|0|5BZBJ1047+5437|15.8|-12.6|1| 0.5400|2|                  | 0.10|2WHSPJ104745.7+543741
10 47 56.9400|-37 37 30.792|3HSPJ104756.9-373730|161.98725|-37.62522|0|              |15.9|-11.9|1|       | |4FGL J1047.9-3738 | 0.50|2WHSPJ104756.8-373730
10 48 10.9200|+85 59 58.596|3HSPJ104810.9+855958|162.04550|+85.99961|0|              |16.0|-12.3|2| 0.2300|5|                  | 0.20|2WHSPJ104810.9+855957
10 48 57.6096|+50 09 45.216|3HSPJ104857.1+500945|162.24004|+50.16256|0|5BZGJ1048+5009|17.2|-12.4|1| 0.4030|1|4FGL J1049.7+5011 | 0.16|2WHSPJ104857.6+500945
10 49 20.7000|+43 15 25.596|3HSPJ104920.1+431525|162.33625|+43.25711|0|              |16.5|-12.6|2| 0.5000|4|                  | 0.10|2WHSPJ104920.7+431524
10 49 38.7912|+27 42 12.996|3HSPJ104938.8+274213|162.41163|+27.70361|0|              |16.4|-12.6|1| 0.1440|1|4FGL J1049.8+2741 | 0.10|
10 50 40.2912|+33 10 04.404|3HSPJ105040.3+331004|162.66788|+33.16789|0|              |16.7|-12.6|1| 0.6300|4|                  | 0.10|2WHSPJ105040.2+331004
10 51 25.3608|+39 43 25.716|3HSPJ105125.4+394325|162.85567|+39.72381|0|5BZBJ1051+3943|16.8|-11.9|1| 0.4970|1|4FGL J1051.4+3942 | 0.50|2WHSPJ105125.3+394324
10 52 24.5304|+08 14 09.492|3HSPJ105224.5+081409|163.10221|+08.23597|0|              |16.8|-11.9|1| 0.2230|1|4FGL J1052.3+0818 | 0.50|
10 53 44.1312|+49 29 56.112|3HSPJ105344.1+492956|163.43388|+49.49892|0|5BZGJ1053+4929|15.8|-11.8|1| 0.1400|1|4FGL J1053.7+4930 | 0.63|2WHSPJ105344.0+492956
10 54 37.8696|+20 27 40.284|3HSPJ105437.9+202740|163.65779|+20.46119|1|              |16.5|-12.4|1| 0.2250|1|                  | 0.16|2WHSPJ105437.8+202739
10 54 51.4800|+16 26 07.584|3HSPJ105451.5+162607|163.71450|+16.43544|1|              |15.8|-12.5|1| 0.5050|1|                  | 0.13|2WHSPJ105451.4+162607
10 55 34.3608|-01 26 16.116|3HSPJ105534.4-012616|163.89317|-01.43781|0|5BZBJ1055-0126|16.2|-11.9|1| 0.3300|4|4FGL J1055.5-0125 | 0.50|2WHSPJ105534.3-012616
10 56 06.6096|+02 52 13.584|3HSPJ105606.1+025213|164.02754|+02.87044|0|5BZGJ1056+0252|17.7|-11.5|1| 0.2360|1|                  | 1.26|2WHSPJ105606.6+025213
10 57 07.4400|+55 10 32.088|3HSPJ105707.4+551032|164.28100|+55.17558|4|              |15.7|-12.4|1| 0.7000|3|4FGL J1057.2+5510 | 0.16|2WHSPJ105707.3+551032
10 57 23.0904|+23 03 18.792|3HSPJ105723.1+230318|164.34621|+23.05522|0|5BZBJ1057+2303|16.9|-11.8|1| 0.3790|1|                  | 0.63|2WHSPJ105722.9+230317
10 57 50.7600|-27 54 10.908|3HSPJ105750.8-275410|164.46150|-27.90303|0|5BZBJ1057-2754|16.3|-11.8|1| 0.0910|1|4FGL J1057.8-2754 | 0.63|2WHSPJ105750.6-275410
10 57 57.6600|+29 37 14.088|3HSPJ105757.7+293714|164.49025|+29.62058|0|              |16.9|-12.5|1| 0.5700|5|                  | 0.13|2WHSPJ105757.6+293714
10 58 33.7608|+59 32 18.312|3HSPJ105833.8+593218|164.64067|+59.53842|1|              |16.0|-12.9|2| 0.5910|1|                  | 0.05|2WHSPJ105833.7+593217
10 58 37.7208|+56 28 11.208|3HSPJ105837.7+562811|164.65717|+56.46978|0|5BZBJ1058+5628|15.1|-11.0|1| 0.1430|1|4FGL J1058.6+5627 | 3.98|2WHSPJ105837.6+562810
10 59 29.0592|-19 12 21.888|3HSPJ105929.1-191221|164.87108|-19.20608|2|              |15.3|-11.8|1| 0.2220|1|                  | 0.63|2WHSPJ105928.9-191220
11 00 21.0000|+42 10 53.292|3HSPJ110021.0+421053|165.08750|+42.18147|0|5BZGJ1100+4210|16.0|-12.4|1| 0.3230|1|                  | 0.16|2WHSPJ110021.0+421053
11 00 21.0600|+40 19 27.984|3HSPJ110021.1+401928|165.08775|+40.32444|0|5BZBJ1100+4019|16.2|-11.6|1| 0.2250|2|4FGL J1100.3+4020 | 1.00|2WHSPJ110021.0+401927
11 01 24.7200|+41 08 47.292|3HSPJ110124.7+410847|165.35300|+41.14647|0|5BZBJ1101+4108|15.6|-12.2|1| 0.3800|4|4FGL J1101.4+4108 | 0.25|2WHSPJ110124.7+410847
11 02 53.0208|-01 49 06.816|3HSPJ110253.0-014906|165.72092|-01.81856|0|              |16.6|-12.4|1| 0.5600|5|4FGL J1102.8-0148 | 0.16|2WHSPJ110252.9-014905
11 03 12.8808|+44 01 16.788|3HSPJ110312.9+440116|165.80367|+44.02133|1|              |16.3|-12.6|1| 0.4110|1|                  | 0.10|2WHSPJ110312.7+440115
11 03 37.6200|-23 29 30.984|3HSPJ110337.6-232931|165.90675|-23.49194|0|5BZBJ1103-2329|17.3|-10.6|1| 0.1860|1|4FGL J1103.6-2329 |10.00|2WHSPJ110337.6-232930
11 03 39.1008|-40 24 02.484|3HSPJ110339.0-402402|165.91292|-40.40069|0|              |15.5|-11.9|1| 0.2200|5|                  | 0.50|2WHSPJ110339.1-402402
11 03 56.1792|+00 22 36.696|3HSPJ110356.2+002236|165.98408|+00.37686|3|5BZGJ1103+0022|15.7|-12.4|1| 0.2750|1|                  | 0.16|2WHSPJ110356.0+002236
11 03 57.2904|+26 11 18.888|3HSPJ110357.3+261118|165.98871|+26.18858|0|              |17.1|-12.2|1| 0.7120|2|4FGL J1104.0+2611 | 0.25|2WHSPJ110357.1+261117
11 04 24.9504|+42 34 54.408|3HSPJ110425.0+423454|166.10396|+42.58178|0|              |16.8|-12.2|1| 0.4530|1|                  | 0.25|2WHSPJ110424.9+423454
11 04 27.3192|+38 12 31.896|3HSPJ110427.3+381231|166.11383|+38.20886|0|5BZBJ1104+3812|16.3| -9.7|1| 0.0300|1|4FGL J1104.4+3812 |79.43|2WHSPJ110427.3+381230
11 05 30.6504|+31 14 36.888|3HSPJ110530.7+311436|166.37771|+31.24358|1|              |15.4|-12.6|1| 0.4200|2|                  | 0.10|2WHSPJ110530.6+311435
11 06 00.3600|+37 54 45.612|3HSPJ110600.4+375445|166.50150|+37.91267|1|              |16.5|-13.1|2| 0.6400|5|                  | 0.03|2WHSPJ110600.3+375445
11 06 51.8688|+65 06 04.788|3HSPJ110651.9+650604|166.71612|+65.10133|1|              |16.5|-12.7|2| 0.7300|5|                  | 0.08|2WHSPJ110651.7+650603
11 07 48.0600|+15 02 10.608|3HSPJ110748.1+150210|166.95025|+15.03628|0|5BZBJ1107+1502|15.6|-11.8|1| 0.2500|2|4FGL J1107.8+1501 | 0.63|2WHSPJ110747.9+150209
11 08 04.9200|+16 48 20.304|3HSPJ110804.9+164820|167.02050|+16.80564|1|              |16.5|-12.7|2| 0.4760|1|                  | 0.08|2WHSPJ110804.9+164820
11 08 58.4304|-01 49 31.800|3HSPJ110858.4-014931|167.24346|-01.82550|3|5BZGJ1108-0149|16.7|-12.0|1| 0.1060|1|                  | 0.40|2WHSPJ110858.3-014931
11 09 16.1712|+24 11 20.004|3HSPJ110916.2+241120|167.31738|+24.18889|0|5BZBJ1109+2411|15.7|-12.0|1| 0.3500|2|4FGL J1109.3+2411 | 0.40|
11 09 38.5104|+37 36 11.700|3HSPJ110938.5+373611|167.41046|+37.60325|0|5BZBJ1109+3736|15.0|-12.2|2| 0.3980|1|4FGL J1109.6+3735 | 0.25|
11 10 08.3688|-39 26 15.684|3HSPJ111008.4-392615|167.53487|-39.43769|1|              |15.8|-12.5|1| 0.2900|5|                  | 0.13|2WHSPJ111008.2-392615
11 10 37.6008|+71 33 56.592|3HSPJ111037.1+713356|167.65667|+71.56572|0|5BZBJ1110+7133|15.2|-12.0|1|       | |4FGL J1110.2+7135 | 0.40|2WHSPJ111037.6+713356
11 11 12.5904|+58 46 57.900|3HSPJ111112.6+584657|167.80246|+58.78275|1|              |16.5|-12.8|2| 0.6420|2|                  | 0.06|2WHSPJ111112.4+584656
11 11 30.8904|+34 52 03.504|3HSPJ111130.9+345203|167.87871|+34.86764|0|5BZBJ1111+3452|17.1|-11.8|1| 0.6800|3|                  | 0.63|2WHSPJ111130.7+345202
11 11 58.9008|+48 57 01.404|3HSPJ111158.1+485701|167.99542|+48.95039|0|              |16.1|-12.5|1| 0.4400|4|4FGL J1111.8+4858 | 0.13|2WHSPJ111158.9+485701
11 12 07.9392|+26 08 03.804|3HSPJ111207.9+260803|168.03308|+26.13439|0|5BZBJ1112+2608|16.1|-12.1|1| 0.4500|1|                  | 0.32|2WHSPJ111207.9+260803
11 12 24.6000|+17 51 21.708|3HSPJ111224.6+175121|168.10250|+17.85603|0|5BZBJ1112+1751|16.9|-11.9|1| 0.4200|1|4FGL J1112.4+1751 | 0.50|2WHSPJ111224.5+175120
11 16 03.4608|+37 10 36.084|3HSPJ111603.5+371036|169.01442|+37.17669|1|              |15.7|-12.3|1| 0.2690|1|                  | 0.20|2WHSPJ111603.4+371036
11 16 44.6496|+40 26 35.808|3HSPJ111644.6+402635|169.18604|+40.44328|0|              |15.7|-12.4|1| 0.2020|1|                  | 0.16|
11 17 06.2592|+20 14 07.512|3HSPJ111706.3+201407|169.27608|+20.23542|0|5BZBJ1117+2014|15.9|-11.0|1| 0.1380|1|4FGL J1117.0+2013 | 3.98|2WHSPJ111706.1+201407
11 17 09.7512|+58 59 21.012|3HSPJ111709.8+585921|169.29063|+58.98917|0|              |16.0|-12.3|1| 0.0810|1|                  | 0.20|2WHSPJ111709.7+585921
11 17 15.2400|-53 38 13.200|3HSPJ111715.2-533813|169.31350|-53.63700|0|              |15.9|-12.0|1|       | |4FGL J1117.2-5337 | 0.40|
11 17 17.5392|+00 06 33.516|3HSPJ111717.5+000633|169.32308|+00.10931|0|5BZBJ1117+0006|17.3|-11.7|1| 0.4510|1|J111717.5+000633  | 0.79|2WHSPJ111717.5+000633
11 17 57.2400|+53 55 54.912|3HSPJ111757.2+535554|169.48850|+53.93192|0|5BZBJ1117+5355|15.6|-11.7|1| 0.4400|3|4FGL J1118.0+5356 | 0.79|2WHSPJ111757.1+535554
11 18 06.8808|-81 36 19.692|3HSPJ111806.9-813619|169.52867|-81.60547|1|              |16.5|-12.3|1| 0.3500|5|                  | 0.20|2WHSPJ111806.7-813619
11 18 10.8696|-16 43 39.396|3HSPJ111810.9-164339|169.54529|-16.72761|1|              |16.1|-12.4|1| 0.4000|5|                  | 0.16|2WHSPJ111810.7-164338
11 19 39.5808|-30 47 20.796|3HSPJ111939.6-304720|169.91492|-30.78911|0|5BZBJ1119-3047|17.8|-12.1|1| 0.4120|1|4FGL J1119.6-3047 | 0.32|2WHSPJ111939.4-304720
11 20 48.0600|+42 12 12.600|3HSPJ112048.1+421212|170.20025|+42.20350|0|5BZBJ1120+4212|16.2|-11.3|1| 0.3500|3|4FGL J1120.8+4212 | 2.00|2WHSPJ112047.9+421211
11 20 59.7096|+01 44 56.796|3HSPJ112059.1+014456|170.24879|+01.74911|0|5BZBJ1120+0144|16.1|-12.2|1| 0.3680|1|                  | 0.25|2WHSPJ112059.7+014456
11 22 11.6304|+43 16 47.604|3HSPJ112211.6+431647|170.54846|+43.27989|0|5BZBJ1122+4316|16.3|-12.4|1| 0.4350|1|                  | 0.16|2WHSPJ112211.5+431646
11 23 13.2096|-09 04 25.392|3HSPJ112313.0-090425|170.80504|-09.07372|0|              |16.4|-12.7|1| 0.3700|5|                  | 0.08|2WHSPJ112313.2-090424
11 23 18.0504|-32 32 18.492|3HSPJ112318.1-323218|170.82521|-32.53847|0|              |17.0|-11.9|2| 0.3400|2|4FGL J1123.1-3233 | 0.50|2WHSPJ112317.9-323217
11 23 49.1688|+72 29 59.604|3HSPJ112349.2+722959|170.95487|+72.49989|0|5BZBJ1123+7229|17.2|-11.9|1| 0.3800|5|4FGL J1123.8+7230 | 0.50|2WHSPJ112349.0+722958
11 24 05.3496|+20 45 53.604|3HSPJ112405.3+204553|171.02229|+20.76489|0|5BZBJ1124+2045|15.3|-12.1|1| 0.5400|3|4FGL J1124.0+2045 | 0.32|
11 24 10.5600|-37 10 02.316|3HSPJ112410.6-371002|171.04400|-37.16731|2|              |15.3|-12.5|1|       | |                  | 0.13|2WHSPJ112411.7-371009
11 24 14.7096|+23 40 32.808|3HSPJ112414.1+234032|171.06129|+23.67578|0|              |17.2|-12.2|1| 0.6800|5|                  | 0.25|2WHSPJ112414.7+234032
11 24 53.8296|+49 34 09.804|3HSPJ112453.8+493409|171.22429|+49.56939|0|5BZBJ1124+4934|16.9|-11.9|1| 0.3600|4|4FGL J1124.9+4934 | 0.50|2WHSPJ112453.8+493409
11 25 02.8104|-26 54 02.916|3HSPJ112502.8-265402|171.26171|-26.90081|0|              |16.1|-12.1|1| 0.4400|5|                  | 0.32|2WHSPJ112502.8-265402
11 25 03.6408|+21 43 00.012|3HSPJ112503.6+214300|171.26517|+21.71667|0|5BZBJ1125+2143|16.0|-12.1|1| 0.3600|4|4FGL J1124.9+2143 | 0.32|
11 25 08.6304|-21 01 05.808|3HSPJ112508.6-210105|171.28596|-21.01828|1|              |15.4|-11.7|1| 0.2400|5|4FGL J1125.1-2101 | 0.79|2WHSPJ112508.5-210105
11 25 51.9792|-07 42 20.916|3HSPJ112552.0-074220|171.46658|-07.70581|0|5BZBJ1125-0742|15.7|-11.9|1| 0.2790|1|4FGL J1125.9-0742 | 0.50|2WHSPJ112551.9-074220
11 26 11.9904|-20 37 24.888|3HSPJ112612.0-203724|171.54996|-20.62358|0|              |16.4|-12.0|1| 0.3500|4|J112611.8-203723  | 0.40|2WHSPJ112611.8-203723
11 26 35.6208|-42 52 12.216|3HSPJ112635.6-425212|171.64842|-42.87006|1|              |16.7|-12.0|1| 0.2900|5|                  | 0.40|2WHSPJ112635.5-425211
11 27 27.2088|+29 08 29.112|3HSPJ112727.0+290829|171.86337|+29.14142|1|              |16.5|-12.7|2| 0.5700|4|                  | 0.08|2WHSPJ112727.1+290829
11 29 12.5304|-10 13 49.512|3HSPJ112912.5-101349|172.30221|-10.23042|0|              |15.5|-12.4|1|       | |4FGL J1129.2-1014 | 0.16|2WHSPJ112912.4-101349
11 29 46.2504|+58 50 57.696|3HSPJ112946.3+585057|172.44271|+58.84936|1|              |15.4|-13.1|1| 0.7500|4|                  | 0.03|2WHSPJ112946.1+585057
11 30 32.0592|-78 01 05.412|3HSPJ113032.1-780105|172.63358|-78.01817|0|              |17.9|-11.3|1| 0.2300|5|4FGL J1130.5-7801 | 2.00|2WHSPJ113031.9-780105
11 30 46.1400|-31 38 07.512|3HSPJ113046.1-313807|172.69225|-31.63542|0|              |16.9|-11.9|1| 0.1510|1|4FGL J1130.5-3137 | 0.50|2WHSPJ113046.0-313807
11 31 05.2704|-09 44 06.396|3HSPJ113105.3-094406|172.77196|-09.73511|0|              |16.4|-11.9|1| 0.3300|5|4FGL J1131.1-0944 | 0.50|2WHSPJ113105.2-094405
11 32 09.2592|-47 38 53.304|3HSPJ113209.3-473853|173.03858|-47.64814|0|              |17.5|-11.6|3| 0.2100|5|4FGL J1132.2-4736 | 1.00|2WHSPJ113209.1-473853
11 33 02.9496|+18 47 04.884|3HSPJ113302.9+184704|173.26229|+18.78469|0|              |16.7|-12.3|1| 0.7160|1|                  | 0.20|2WHSPJ113302.8+184703
11 34 05.9208|+48 39 04.716|3HSPJ113405.9+483904|173.52467|+48.65131|0|              |16.5|-12.7|1| 0.7490|1|                  | 0.08|2WHSPJ113405.8+483903
11 34 44.7000|-17 29 01.788|3HSPJ113444.7-172901|173.68625|-17.48383|0|5BZBJ1134-1729|17.6|-12.1|1| 0.5710|1|4FGL J1134.8-1729 | 0.32|2WHSPJ113444.6-172900
11 34 59.5392|+21 34 56.208|3HSPJ113459.5+213456|173.74808|+21.58228|1|              |16.2|-13.1|1| 0.6020|1|                  | 0.03|2WHSPJ113459.5+213455
11 36 26.4192|+70 09 27.108|3HSPJ113626.4+700927|174.11008|+70.15753|0|5BZBJ1136+7009|16.8|-10.8|1| 0.0450|1|4FGL J1136.4+7009 | 6.31|2WHSPJ113626.4+700926
11 36 30.1008|+67 37 04.404|3HSPJ113630.0+673704|174.12542|+67.61789|0|5BZBJ1136+6737|18.1|-11.1|1| 0.1342|1|4FGL J1136.4+6736 | 3.16|2WHSPJ113630.1+673704
11 36 41.1192|+23 47 26.088|3HSPJ113641.1+234726|174.17133|+23.79058|3|              |15.4|-12.3|1| 0.3800|5|                  | 0.20|2WHSPJ113641.0+234726
11 36 50.1096|+25 50 52.296|3HSPJ113650.0+255052|174.20879|+25.84786|0|5BZGJ1136+2550|15.2|-12.0|1| 0.1550|1|4FGL J1136.8+2550 | 0.40|
11 37 55.6200|-17 10 42.096|3HSPJ113755.6-171042|174.48175|-17.17836|0|5BZBJ1137-1710|17.7|-11.4|1| 0.6000|1|4FGL J1137.9-1708 | 1.58|2WHSPJ113755.6-171041
11 39 00.7704|+55 30 35.604|3HSPJ113900.8+553035|174.75321|+55.50989|1|              |16.8|-12.4|1| 0.6300|4|                  | 0.16|2WHSPJ113900.7+553034
11 39 21.9000|+31 29 30.984|3HSPJ113921.9+312931|174.84125|+31.49194|1|              |16.5|-12.7|2| 0.5090|1|                  | 0.08|2WHSPJ113921.8+312930
11 39 22.3200|+61 26 44.808|3HSPJ113922.3+612644|174.84300|+61.44578|1|              |15.4|-13.3|1| 0.5300|5|                  | 0.02|2WHSPJ113922.3+612644
11 40 23.4792|+15 28 09.912|3HSPJ114023.5+152809|175.09783|+15.46942|0|5BZBJ1140+1528|16.2|-11.6|1| 0.2400|1|4FGL J1140.5+1528 | 1.00|2WHSPJ114023.4+152809
11 41 17.5992|+06 41 23.712|3HSPJ114117.6+064123|175.32333|+06.68992|1|              |16.5|-12.5|2| 0.6720|2|                  | 0.13|2WHSPJ114117.5+064122
11 41 18.6600|+68 04 29.604|3HSPJ114118.7+680429|175.32775|+68.07489|0|              |15.3|-12.8|1| 0.5700|5|4FGL J1141.4+6805 | 0.06|2WHSPJ114118.5+680428
11 41 41.8008|-14 07 54.588|3HSPJ114141.1-140754|175.42417|-14.13183|0|              |16.4|-11.9|1| 0.3200|5|4FGL J1141.5-1408 | 0.50|2WHSPJ114141.8-140754
11 42 21.7704|+33 42 01.908|3HSPJ114221.8+334201|175.59071|+33.70053|0|              |15.8|-12.5|1| 0.4090|1|                  | 0.13|2WHSPJ114221.7+334201
11 42 22.6296|-13 06 43.488|3HSPJ114222.6-130643|175.59429|-13.11208|0|              |15.3|-12.3|1| 0.3300|5|                  | 0.20|2WHSPJ114222.6-130642
11 43 52.6704|+15 58 21.900|3HSPJ114352.7+155821|175.96946|+15.97275|0|              |16.6|-12.4|1| 0.6700|2|                  | 0.16|2WHSPJ114352.6+155821
11 45 23.3808|+33 47 44.196|3HSPJ114523.4+334744|176.34742|+33.79561|1|              |16.5|-12.5|2| 0.5100|5|                  | 0.13|2WHSPJ114523.2+334744
11 45 35.1192|-03 40 01.488|3HSPJ114535.1-034001|176.39633|-03.66708|0|5BZGJ1145-0340|16.9|-11.9|1| 0.1670|1|                  | 0.50|2WHSPJ114535.1-034000
11 46 00.8496|-06 38 54.888|3HSPJ114600.8-063854|176.50354|-06.64858|0|              |16.3|-12.2|1| 0.3700|5|4FGL J1146.0-0638 | 0.25|
11 47 08.9904|-32 30 03.312|3HSPJ114709.0-323003|176.78746|-32.50092|1|              |16.7|-12.0|1| 0.3700|4|                  | 0.40|2WHSPJ114708.8-323002
11 47 46.4400|+67 39 06.192|3HSPJ114746.4+673906|176.94350|+67.65172|1|              |16.4|-13.3|1| 0.7800|5|                  | 0.02|2WHSPJ114746.3+673906
11 47 47.9088|-21 16 40.404|3HSPJ114747.1-211640|176.94962|-21.27789|0|              |16.8|-12.2|1| 0.3500|5|                  | 0.25|2WHSPJ114747.8-211640
11 47 55.0992|+22 05 39.984|3HSPJ114755.1+220540|176.97958|+22.09444|0|5BZGJ1147+2205|17.0|-12.0|2| 0.2760|1|                  | 0.40|2WHSPJ114755.0+220539
11 48 30.4608|-07 45 08.604|3HSPJ114830.5-074508|177.12692|-07.75239|1|              |15.2|-12.0|1|       | |                  | 0.40|2WHSPJ114830.4-074507
11 49 30.3504|+24 39 26.784|3HSPJ114930.4+243926|177.37646|+24.65744|0|5BZBJ1149+2439|17.1|-11.6|1| 0.4020|1|4FGL J1149.4+2441 | 1.00|2WHSPJ114930.3+243925
11 50 17.0112|+10 16 52.896|3HSPJ115017.0+101652|177.57088|+10.28136|0|              |16.7|-12.3|1| 0.2840|1|                  | 0.20|2WHSPJ115016.9+101651
11 50 31.7712|-38 18 32.904|3HSPJ115031.8-381832|177.63238|-38.30914|1|              |15.8|-12.3|1| 0.3000|5|                  | 0.20|2WHSPJ115031.6-381832
11 50 34.7592|+41 54 39.996|3HSPJ115034.8+415440|177.64483|+41.91111|0|5BZBJ1150+4154|15.6|-11.5|1| 0.3200|3|4FGL J1150.6+4154 | 1.26|2WHSPJ115034.6+415439
11 51 24.6504|+58 59 17.484|3HSPJ115124.7+585917|177.85271|+58.98819|0|5BZBJ1151+5859|15.0|-11.3|1| 0.3000|3|4FGL J1151.5+5859 | 2.00|
11 52 44.8392|+34 06 38.700|3HSPJ115244.8+340638|178.18683|+34.11075|0|              |16.5|-12.8|2| 0.7050|2|                  | 0.06|2WHSPJ115244.8+340638
11 52 57.6408|+24 13 45.408|3HSPJ115257.6+241345|178.24017|+24.22928|1|              |15.9|-12.3|1| 0.1750|1|                  | 0.20|2WHSPJ115257.6+241345
11 54 04.5600|-00 10 09.588|3HSPJ115404.6-001009|178.51900|-00.16933|0|5BZBJ1154-0010|16.6|-11.9|1| 0.2540|1|4FGL J1154.0-0010 | 0.50|2WHSPJ115404.5-001009
11 55 14.8608|-11 11 22.488|3HSPJ115514.9-111122|178.81192|-11.18958|0|              |17.3|-12.6|1| 0.4700|5|4FGL J1155.2-1111 | 0.10|
11 55 18.2592|+09 26 41.208|3HSPJ115518.3+092641|178.82608|+09.44478|0|5BZBJ1155+0926|15.3|-12.5|1| 0.4700|4|                  | 0.13|2WHSPJ115518.1+092640
11 55 20.5200|-34 17 19.788|3HSPJ115520.5-341719|178.83550|-34.28883|0|              |15.5|-11.6|1|       | |4FGL J1155.5-3418 | 1.00|2WHSPJ115520.5-341718
